date;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;effectif
2021-10-27;Non-vaccinés;32508.14;4948.17;2051.56;959.32;109.49;82.08;32.23;28.23;25.44;16.48;16308354.77
2021-10-27;Primo dose récente;1107.1;91.06;28.07;7.52;0.21;0.21;1.02;1.02;0.0;0.0;330384.44
2021-10-27;Complet de moins de 3 mois - sans rappel;23648.3;3176.84;561.18;284.59;22.77;17.88;6.18;6.18;1.09;1.09;15466399.79
2021-10-27;Complet de 6 mois ou plus - sans rappel;10450.29;1246.94;407.42;215.77;36.38;31.21;5.68;5.68;13.65;8.81;4153846.51
2021-10-28;Non-vaccinés;29041.21;4858.63;2007.91;932.96;103.29;81.49;36.47;26.51;11.77;11.77;16280295.69
2021-10-28;Complet entre 3 mois et 6 mois - sans rappel;45683.27;6961.99;1829.73;909.8;63.84;46.31;15.29;15.29;3.66;2.66;27466155.56
2021-10-29;Non-vaccinés;32769.44;5352.72;2299.25;1028.35;83.82;63.38;28.58;20.63;19.17;14.69;16258809.58
2021-10-29;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-10-30;Primo dose récente;1042.32;51.78;23.55;7.47;1.0;1.0;0.0;0.0;0.0;0.0;303842.68
2021-10-30;Complet entre 3 mois et 6 mois - sans rappel;44561.11;3696.99;1446.9;655.72;53.46;36.06;13.01;9.34;4.54;4.27;27755321.51
2021-10-31;Complet entre 3 mois et 6 mois - sans rappel;14977.85;873.98;366.31;158.65;34.66;26.54;10.73;8.73;4.0;4.0;27920013.12
2021-10-31;Complet de 6 mois ou plus - sans rappel;3364.74;281.44;90.89;34.04;35.95;27.91;5.72;5.22;10.0;6.0;4529324.26
2021-10-31;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-01;Complet entre 3 mois et 6 mois - sans rappel;16925.84;1128.06;494.25;211.62;48.58;37.73;16.34;15.71;7.56;6.56;27942799.92
2021-11-01;Complet - avec rappel de moins de 3 mois;2342.39;143.48;9.98;2.31;6.46;3.34;1.02;1.02;2.66;2.66;2337539.36
2021-11-01;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-02;Complet entre 3 mois et 6 mois - sans rappel;72052.98;8897.54;3524.44;1872.49;70.94;61.83;19.17;15.38;8.33;5.33;28039909.5
2021-11-02;Complet - avec rappel entre 3 mois et 6 mois;2.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.91
2021-11-03;Primo dose récente;875.3;91.48;41.37;24.55;1.11;1.11;0.15;0.09;1.0;1.0;271763.72
2021-11-03;Complet de moins de 3 mois - sans rappel;20239.65;3178.96;754.4;383.87;23.03;17.06;6.89;6.73;3.0;3.0;13777697.6
2021-11-03;Complet de 6 mois ou plus - sans rappel;12895.72;1758.49;655.82;327.47;49.5;39.04;6.62;6.42;8.21;7.71;4826429.15
2021-11-03;Complet - avec rappel de moins de 3 mois;6212.8;579.51;77.75;20.16;4.12;3.63;0.43;0.01;1.0;1.0;2508773.04
2021-11-03;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-04;Complet entre 3 mois et 6 mois - sans rappel;48058.07;8495.3;2736.43;1378.73;67.14;56.66;22.43;20.93;5.44;5.44;28114058.14
2021-11-05;Non-vaccinés;32144.56;5466.02;3132.76;1443.57;111.28;80.09;40.29;33.56;7.08;6.64;16131888.54
2021-11-05;Primo dose efficace;4709.1;468.82;150.73;73.85;9.4;6.41;1.1;1.02;0.78;0.4;1787829.25
2021-11-05;Complet - avec rappel de moins de 3 mois;8084.02;624.69;83.49;22.64;4.76;3.17;0.01;0.01;2.07;2.07;2708866.99
2021-11-06;Primo dose récente;721.89;43.18;18.9;9.61;0.04;0.04;1.0;0.0;0.0;0.0;260452.74
2021-11-07;Primo dose efficace;1126.92;69.67;25.7;7.15;7.35;5.33;1.5;1.0;0.4;0.4;1763014.5
2021-11-07;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.35
2021-11-08;Primo dose efficace;5466.71;514.93;148.13;77.64;1.3;0.3;1.18;0.18;0.0;0.0;1761483.55
2021-11-08;Complet de moins de 3 mois - sans rappel;26303.93;3881.37;1290.85;661.16;29.47;21.12;1.0;0.0;4.5;4.5;12799141.25
2021-11-08;Complet entre 3 mois et 6 mois - sans rappel;77508.53;11176.92;4485.59;2354.08;77.69;66.27;16.06;12.56;5.32;3.54;28303929.78
2021-11-08;Complet de 6 mois ou plus - sans rappel;21195.84;2585.6;1152.67;534.21;54.12;41.62;17.77;11.82;12.37;12.37;5391365.15
2021-11-08;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-09;Primo dose efficace;4069.17;520.19;129.34;53.25;7.37;3.09;1.04;1.04;0.0;0.0;1776329.06
2021-11-09;Complet de moins de 3 mois - sans rappel;19293.02;3780.75;932.53;472.96;33.03;26.27;2.3;2.3;1.21;1.21;12508626.76
2021-11-09;Complet entre 3 mois et 6 mois - sans rappel;59409.44;11286.77;3420.79;1774.7;84.38;69.54;16.6;14.97;11.83;9.0;28354948.91
2021-11-09;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-10;Non-vaccinés;34611.79;6248.13;3684.03;1748.98;126.1;93.01;30.45;27.82;19.77;15.69;16042922.35
2021-11-10;Primo dose récente;812.94;99.7;52.33;22.52;0.0;0.0;3.25;3.25;0.0;0.0;253938.46
2021-11-10;Primo dose efficace;4290.69;499.45;119.42;51.39;4.84;3.54;1.2;1.2;0.5;0.5;1759640.63
2021-11-10;Complet de moins de 3 mois - sans rappel;20295.65;3269.47;968.6;479.02;22.99;16.35;8.1;8.1;0.0;0.0;12226842.3
2021-11-10;Complet entre 3 mois et 6 mois - sans rappel;60969.51;10358.67;3500.77;1823.72;80.88;65.6;17.72;15.61;8.59;6.67;28385473.71
2021-11-10;Complet - avec rappel de moins de 3 mois;7740.55;733.12;109.85;31.4;10.52;7.89;1.14;1.14;2.14;2.14;2979858.53
2021-11-10;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.33
2021-11-11;Primo dose récente;209.87;13.17;11.49;4.21;1.14;1.14;1.0;1.0;0.0;0.0;255434.78
2021-11-11;Complet entre 3 mois et 6 mois - sans rappel;14915.53;1437.88;656.66;286.88;49.05;38.67;20.39;17.49;8.91;7.4;28419521.46
2021-11-11;Complet de 6 mois ou plus - sans rappel;4389.4;433.69;219.59;95.61;44.61;35.16;12.14;10.64;6.0;6.0;5970902.78
2021-11-11;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.12;0.0;0.0;52.37
2021-11-12;Non-vaccinés;47973.53;7089.47;4895.52;2344.64;161.42;124.75;54.04;39.84;23.02;18.4;16011469.83
2021-11-12;Complet entre 3 mois et 6 mois - sans rappel;74383.38;11157.01;5204.35;2728.75;71.63;59.75;26.06;22.66;15.28;10.9;28652837.1
2021-11-12;Complet - avec rappel de moins de 3 mois;11206.35;889.05;195.19;53.81;11.77;7.32;1.07;1.07;2.0;2.0;3211183.54
2021-11-12;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-13;Primo dose récente;619.89;44.65;32.47;9.13;1.01;1.01;0.01;0.01;0.01;0.0;233807.8
2021-11-13;Primo dose efficace;3403.46;245.73;81.37;22.89;3.53;2.02;1.06;0.06;1.03;1.0;1707872.5
2021-11-13;Complet - avec rappel de moins de 3 mois;7908.36;442.88;98.57;23.93;12.61;9.61;5.16;3.16;2.23;2.08;3356853.61
2021-11-13;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;55.39
2021-11-13;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-15;Primo dose récente;1055.38;101.37;78.15;38.5;1.0;1.0;0.04;0.0;0.01;0.01;233820.65
2021-11-15;Primo dose efficace;5775.91;547.79;211.49;102.13;22.14;15.23;2.01;2.0;4.85;0.01;1689400.52
2021-11-16;Primo dose récente;864.99;122.43;75.21;45.47;1.25;1.25;0.01;0.01;0.0;0.0;242693.22
2021-11-16;Primo dose efficace;4757.5;588.88;194.07;85.21;12.27;8.07;1.01;1.01;0.7;0.0;1665007.78
2021-11-16;Complet de 6 mois ou plus - sans rappel;23252.05;3549.17;1676.65;831.35;81.08;67.88;12.31;9.25;9.58;8.5;6135998.28
2021-11-16;Complet - avec rappel de moins de 3 mois;12937.78;1092.82;204.28;60.04;18.39;14.67;2.01;1.01;2.75;2.67;3557022.45
2021-11-16;Complet - avec rappel entre 3 mois et 6 mois;1.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.16
2021-11-16;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-17;Complet de moins de 3 mois - sans rappel;22276.84;4173.84;1365.46;690.69;24.58;19.2;3.23;2.0;0.5;0.5;10556685.7
2021-11-17;Complet - avec rappel entre 3 mois et 6 mois;1.15;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.0;0.0;55.29
2021-11-18;Non-vaccinés;51678.06;9920.48;5951.74;2895.94;190.76;154.25;52.43;38.34;21.23;16.32;15897635.34
2021-11-18;Complet de moins de 3 mois - sans rappel;20241.03;4228.24;1344.38;720.0;37.78;30.07;6.88;6.31;2.0;2.0;10253390.78
2021-11-18;Complet de 6 mois ou plus - sans rappel;19113.0;3721.08;1678.88;864.77;90.28;71.39;15.45;14.28;18.71;17.34;6161130.03
2021-11-18;Complet - avec rappel entre 3 mois et 6 mois;2.33;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.0;0.0;59.11
2021-11-18;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.61
2021-11-19;Primo dose efficace;4965.93;652.26;199.41;113.06;20.6;14.9;0.0;0.0;2.6;0.0;1639601.77
2021-11-20;Non-vaccinés;37279.25;5735.89;4052.37;1698.73;169.45;136.72;45.19;33.54;16.33;12.33;15844747.97
2021-11-20;Complet entre 3 mois et 6 mois - sans rappel;60653.8;7949.43;4360.54;2075.61;65.03;54.24;28.41;22.62;11.8;10.8;29705285.3
2021-11-20;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.14;0.14;61.13
2021-11-21;Complet de moins de 3 mois - sans rappel;4532.74;397.25;197.17;69.67;15.09;10.67;7.85;6.76;3.01;3.01;9339244.09
2021-11-21;Complet - avec rappel de moins de 3 mois;3151.82;251.34;33.98;9.19;15.92;8.4;3.06;2.48;1.07;1.03;4205054.02
2021-11-21;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.12;0.0;0.0;0.0;61.0
2021-11-22;Complet de 6 mois ou plus - sans rappel;34455.78;5232.37;2946.28;1518.89;123.34;110.22;21.97;19.88;13.12;9.78;6419643.21
2021-11-23;Primo dose récente;1119.85;173.67;135.69;74.87;2.4;2.4;0.64;0.64;0.01;0.0;255697.64
2021-11-23;Primo dose efficace;5321.57;763.35;253.49;103.41;13.45;12.25;3.32;2.06;3.13;2.1;1596429.51
2021-11-23;Complet - avec rappel de moins de 3 mois;18492.43;1947.01;357.7;107.46;26.34;19.35;1.01;0.67;1.4;1.17;4379502.48
2021-11-23;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-24;Non-vaccinés;72644.21;15981.29;9125.0;4240.97;251.99;196.64;60.55;51.63;21.65;19.0;15776091.49
2021-11-24;Primo dose récente;1092.68;187.34;130.85;63.2;2.14;2.14;1.02;1.02;0.01;0.0;259086.12
2021-11-24;Complet de moins de 3 mois - sans rappel;24618.38;5337.93;1611.22;814.79;32.5;25.52;11.01;8.61;4.14;2.0;8538052.27
2021-11-24;Complet - avec rappel entre 3 mois et 6 mois;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;63.0
2021-11-26;Primo dose récente;1195.15;212.89;179.12;87.7;5.5;5.5;0.04;0.04;0.0;0.0;277661.28
2021-11-26;Complet - avec rappel entre 3 mois et 6 mois;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.79
2021-11-27;Non-vaccinés;48268.69;8555.37;5997.27;2539.03;214.28;157.91;88.77;78.77;27.57;27.07;15691867.98
2021-11-27;Primo dose récente;853.05;110.95;79.41;45.1;2.39;2.39;1.18;1.18;0.0;0.0;281446.49
2021-11-27;Primo dose efficace;3407.84;362.29;134.42;60.17;9.81;6.95;1.13;0.13;1.15;1.15;1520315.69
2021-11-27;Complet - avec rappel de moins de 3 mois;14772.43;1178.32;276.72;80.07;19.43;13.56;4.35;3.35;6.18;4.68;5255049.35
2021-11-27;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-28;Complet de 6 mois ou plus - sans rappel;5763.8;739.03;479.43;195.35;80.1;65.32;23.8;20.8;18.92;13.5;6555516.37
2021-11-28;Complet - avec rappel de moins de 3 mois;4264.29;402.62;63.29;14.53;20.21;16.12;5.35;5.21;2.65;2.0;5361792.98
2021-11-28;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-29;Primo dose efficace;6490.79;935.22;449.38;194.36;18.21;13.74;1.01;1.01;1.05;0.05;1504299.34
2021-11-29;Complet de moins de 3 mois - sans rappel;28419.52;5592.43;2508.69;1263.85;45.63;33.15;7.26;6.69;5.12;4.12;7196398.4
2021-11-29;Complet de 6 mois ou plus - sans rappel;44660.06;7922.87;4732.14;2431.77;172.19;158.8;39.66;36.3;21.83;18.78;6586006.05
2021-11-29;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-30;Primo dose efficace;5741.37;918.4;314.54;136.4;9.53;6.86;1.15;1.13;3.66;2.45;1499828.41
2021-11-30;Complet de moins de 3 mois - sans rappel;25545.12;5593.75;2190.97;1063.73;42.88;31.61;5.14;2.83;3.36;3.15;6879070.48
2021-11-30;Complet entre 3 mois et 6 mois - sans rappel;133596.78;32243.34;15011.05;7850.65;206.41;153.18;57.96;46.37;25.66;21.54;30968056.55
2021-11-30;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-12-01;Non-vaccinés;92674.27;19918.5;13343.36;6096.59;393.26;319.38;123.36;103.4;48.66;38.53;15629221.19
2021-12-01;Complet de moins de 3 mois - sans rappel;24597.82;5027.71;1920.54;911.44;50.05;38.91;10.9;7.11;6.42;6.25;6558955.92
2021-12-01;Complet de 6 mois ou plus - sans rappel;37856.45;7281.85;3754.45;1838.77;118.49;101.26;31.33;30.5;34.25;26.95;6700079.12
2021-12-01;Complet - avec rappel de moins de 3 mois;26328.53;2963.36;692.59;213.41;42.41;32.53;7.91;6.57;6.24;3.88;5792084.18
2021-12-01;Complet - avec rappel entre 3 mois et 6 mois;56.36;8.49;1.35;0.0;0.0;0.0;0.12;0.0;0.0;0.0;13805.11
2021-12-01;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-12-02;Non-vaccinés;93995.44;20676.25;14185.87;6751.57;379.38;300.85;127.71;111.44;29.51;21.6;15605016.84
2021-12-02;Complet entre 3 mois et 6 mois - sans rappel;133573.9;33213.6;16262.97;8646.48;195.65;152.58;52.14;40.8;19.11;13.61;31032327.36
2021-12-03;Complet de moins de 3 mois - sans rappel;24256.18;4715.35;1938.42;956.070000000001;49.13;40.28;7.57;7.57;6.07;4.36;6070612.41
2021-12-04;Non-vaccinés;54936.0;10031.83;8066.09;3272.71;321.35;257.5;98.96;87.95;33.43;28.5;15562005.86
2021-12-05;Primo dose efficace;1184.65;107.12;62.31;26.48;14.66;12.31;2.5;2.5;3.98;3.48;1442506.02
2021-12-05;Complet de 6 mois ou plus - sans rappel;6556.63;893.35;632.12;230.75;111.42;88.86;22.34;19.68;38.5;33.57;6871472.94
2021-12-06;Primo dose récente;1748.68;355.34;330.12;201.76;5.9;3.07;1.0;0.0;0.0;0.0;264735.66
2021-12-06;Complet de moins de 3 mois - sans rappel;27374.85;5150.01;2633.27;1353.14;59.17;44.45;6.59;4.59;5.45;5.45;5565644.63
2021-12-06;Complet entre 3 mois et 6 mois - sans rappel;165922.14;38265.29;22817.57;12486.31;220.25;183.19;58.03;46.38;29.95;23.7;30747002.28
2021-12-06;Complet de 6 mois ou plus - sans rappel;50250.62;9085.23;5858.44;2981.81;191.65;167.45;56.54;50.28;34.56;28.18;6899655.54
2021-12-06;Complet - avec rappel entre 3 mois et 6 mois;664.18;56.7;22.59;3.78;1.15;1.15;0.0;0.0;1.12;0.0;104035.44
2021-12-07;Non-vaccinés;101545.77;24333.2;17037.81;8062.36;486.43;384.96;143.29;114.21;57.2;43.93;15526251.21
2021-12-07;Primo dose efficace;6154.81;1074.26;456.98;223.15;23.61;17.12;2.42;2.25;0.8;0.01;1432310.95
2021-12-07;Complet de moins de 3 mois - sans rappel;24199.5;5052.3;2032.68;979.35;46.5;32.93;9.49;9.3;0.11;0.06;5401559.11
2021-12-08;Primo dose efficace;5716.58;910.61;397.37;183.5;25.43;17.98;3.08;2.0;2.02;0.08;1422617.42
2021-12-08;Complet de moins de 3 mois - sans rappel;23271.75;4535.44;1875.24;911.93;46.28;30.48;10.2;9.2;5.6;2.39;5242462.49
2021-12-08;Complet de 6 mois ou plus - sans rappel;40608.58;7843.53;4323.36;2114.06;178.99;143.69;33.56;26.15;24.04;22.37;6896499.55
2021-12-08;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.59
2021-12-09;Non-vaccinés;98892.57;22170.8;16228.13;7481.59;470.45;363.17;151.08;125.21;45.89;37.21;15482207.8
2021-12-09;Complet de moins de 3 mois - sans rappel;21947.49;4323.8;1838.74;906.71;39.89;26.51;7.76;7.76;1.66;1.33;5062203.67
2021-12-09;Complet entre 3 mois et 6 mois - sans rappel;139663.76;33199.15;17229.35;9014.36;230.91;173.61;40.7;33.2;28.31;24.66;30041264.24
2021-12-09;Complet - avec rappel de moins de 3 mois;37878.04;4855.6;1377.34;441.66;72.79;63.55;11.52;9.43;8.3;5.34;8197763.32
2021-12-10;Non-vaccinés;99054.25;21177.8;15776.81;7037.15;462.86;367.51;161.71;141.14;55.24;43.32;15460517.0
2021-12-10;Complet entre 3 mois et 6 mois - sans rappel;140844.6;29953.43;16892.25;8374.23;243.85;187.0;41.23;29.1;25.1;17.96;29725781.36
2021-12-10;Complet - avec rappel entre 3 mois et 6 mois;1004.61;106.93;36.24;11.65;2.45;2.45;0.0;0.0;4.24;1.5;225698.48
2021-12-11;Primo dose récente;866.08;132.37;116.43;57.81;7.14;3.58;3.06;1.06;0.0;0.0;247993.87
2021-12-11;Complet de 6 mois ou plus - sans rappel;22240.43;3109.5;2092.33;968.42;112.84;85.8;27.18;23.29;36.04;32.96;6684704.95
2021-12-11;Complet - avec rappel de moins de 3 mois;29519.2;2498.66;894.69;263.92;51.75;42.72;11.44;9.8;10.67;7.25;9348536.22
2021-12-12;Primo dose récente;253.54;24.13;31.31;15.33;3.48;3.4;4.0;2.0;0.0;0.0;245562.48
2021-12-12;Primo dose efficace;1108.55;114.44;69.6;26.95;7.7;4.61;2.33;1.23;4.6;4.33;1380993.7
2021-12-12;Complet - avec rappel de moins de 3 mois;8822.12999999999;759.35;253.19;59.76;50.47;42.85;14.25;9.02;8.93;3.16;9703490.58
2021-12-12;Complet - avec rappel entre 3 mois et 6 mois;272.34;28.45;7.0;3.5;1.0;1.0;0.0;0.0;0.56;0.0;271731.32
2021-12-12;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.59
2021-12-13;Primo dose récente;1699.07;304.64;363.26;181.72;6.97;3.86;3.13;3.13;0.03;0.03;247326.26
2021-12-13;Complet de moins de 3 mois - sans rappel;25308.81;4309.17;2431.45;1194.99;40.91;33.88;9.57;6.87;3.33;3.08;4562078.53
2021-12-13;Complet entre 3 mois et 6 mois - sans rappel;162984.08;36699.28;24610.58;12994.83;233.39;186.89;56.14;47.0;20.13;16.48;29101295.91
2021-12-13;Complet - avec rappel entre 3 mois et 6 mois;2018.99;150.78;66.86;17.99;8.85;4.17;1.02;1.0;0.34;0.34;274383.75
2021-12-14;Non-vaccinés;101526.58;23045.82;18226.02;8501.25;531.07;396.49;152.9;124.92;60.1;38.89;15394977.91
2021-12-15;Complet de 6 mois ou plus - sans rappel;39852.62;6794.9;4597.82;2121.27;188.67;158.31;29.96;25.08;48.14;41.69;6589660.82
2021-12-16;Complet de moins de 3 mois - sans rappel;20322.91;3197.38;1781.98;775.56;45.81;38.44;8.71;5.75;6.63;5.03;4208784.91
2021-12-16;Complet entre 3 mois et 6 mois - sans rappel;144876.84;29201.04;19765.76;9664.1;187.66;155.37;53.68;35.67;23.61;18.12;27885117.58
2021-12-16;Complet de 6 mois ou plus - sans rappel;38482.08;6774.93;4662.72;2128.88;191.63;155.47;29.19;27.83;37.89;32.7;6497846.88
2021-12-17;Primo dose récente;1443.65;267.41;269.46;140.12;12.15;8.35;1.61;1.61;1.9;0.0;256706.97
2021-12-17;Primo dose efficace;5776.89;830.73;551.61;229.0;25.38;21.85;5.76;4.25;3.25;3.05;1318894.39
2021-12-17;Complet - avec rappel entre 3 mois et 6 mois;3222.88;258.28;104.22;26.35;8.98;6.12;0.01;0.01;0.14;0.14;469969.33
2021-12-18;Non-vaccinés;48465.67;9568.22;8670.92;3745.18;395.96;300.48;104.1;83.45;83.82;70.08;15290275.85
2021-12-18;Primo dose efficace;3464.78;377.96;293.83;125.75;14.96;10.24;3.22;2.22;3.76;3.56;1294461.45
2021-12-18;Complet de moins de 3 mois - sans rappel;12104.16;1235.3;899.67;352.95;47.55;39.72;10.34;8.14;5.31;5.13;3995466.18
2021-12-19;Complet de moins de 3 mois - sans rappel;4130.43;349.19;314.42;100.15;29.74;25.13;12.87;11.81;4.25;4.24;3881270.92
2021-12-19;Complet entre 3 mois et 6 mois - sans rappel;23908.44;2949.69;3031.64;1172.02;139.69;112.24;36.87;25.3;17.27;16.64;26652249.53
2021-12-19;Complet - avec rappel de moins de 3 mois;12966.82;1203.58;552.63;130.04;50.08;39.13;5.6;3.55;16.32;13.22;13431621.35
2021-12-20;Non-vaccinés;85342.52;21497.41;21031.67;9954.12;610.04;468.21;172.34;132.68;66.3;49.33;15260711.25
2021-12-20;Primo dose efficace;6413.62;1018.31;753.56;372.19;21.76;18.85;8.29;6.07;3.6;3.6;1273738.17
2021-12-20;Complet de 6 mois ou plus - sans rappel;44202.75;8340.07;7092.18;3256.85;152.32;130.72;28.65;24.45;35.79;30.85;6180277.95
2021-12-20;Complet - avec rappel entre 3 mois et 6 mois;4489.96;465.04;238.24;63.28;13.06;11.04;0.69;0.0;3.72;3.02;534801.84
2021-12-20;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.59
2021-12-21;Primo dose récente;1743.95;334.72;366.56;185.94;10.66;10.66;2.26;0.2;0.03;0.03;283728.24
2021-12-21;Primo dose efficace;5637.02;916.58;724.38;311.16;18.71;14.69;8.14;2.76;4.47;4.47;1256732.12
2021-12-21;Complet - avec rappel entre 3 mois et 6 mois;4683.09;447.34;171.12;48.93;6.86;5.57;1.2;1.17;1.9;1.06;579957.61
2021-12-22;Complet entre 3 mois et 6 mois - sans rappel;171225.68;36055.56;33333.93;15755.79;191.69;156.91;49.46;40.84;30.27;27.27;25515702.3
2021-12-22;Complet - avec rappel de moins de 3 mois;102952.61;13950.04;6333.33;2062.82;114.1;85.57;29.0;18.09;14.99;12.82;14975905.75
2021-12-23;Complet de moins de 3 mois - sans rappel;23675.49;3508.77;2975.01;1215.23;61.27;49.96;15.81;15.73;2.01;2.01;3615907.4
2021-12-23;Complet entre 3 mois et 6 mois - sans rappel;208780.98;37789.07;36287.93;16270.9;199.27;163.07;42.4;34.51;27.45;21.33;25067537.16
2021-12-23;Complet - avec rappel entre 3 mois et 6 mois;6889.53;555.07;278.4;78.53;6.51;5.27;2.01;2.0;4.98;3.2;685421.5
2021-12-23;Complet - avec rappel de 6 mois ou plus;1.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.66
2021-12-24;Non-vaccinés;60535.91;13462.71;15722.82;6828.87;522.27;390.4;180.25;145.61;89.94;69.74;15126708.1
2021-12-24;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.55
2021-12-25;Non-vaccinés;9447.47;1853.23;2152.95;751.64;504.74;393.63;132.26;101.42;91.32;71.56;15118088.28
2021-12-26;Complet entre 3 mois et 6 mois - sans rappel;27340.88;5653.16;7078.72;3231.18;205.79;169.68;34.28;32.0;16.24;12.24;23668614.9
2021-12-26;Complet - avec rappel de moins de 3 mois;23164.82;3037.82;2339.05;784.47;119.57;101.19;14.23;11.37;21.71;20.19;17820352.66
2021-12-26;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.55
2021-12-27;Primo dose récente;2400.93;633.09;848.4;455.27;12.57;12.2;2.93;2.42;0.03;0.0;282028.82
2021-12-27;Complet entre 3 mois et 6 mois - sans rappel;192801.56;60819.06;73508.25;39015.95;268.05;218.48;43.14;35.09;20.61;15.59;23494167.53
2021-12-27;Complet de 6 mois ou plus - sans rappel;52254.01;14424.38;16983.22;8503.13;158.32;144.44;33.88;28.17;27.34;20.33;5266171.49
2021-12-27;Complet - avec rappel entre 3 mois et 6 mois;10368.88;1173.46;1076.25;338.47;20.61;18.43;1.08;0.08;6.18;4.78;808716.04
2021-12-28;Non-vaccinés;87876.1399999999;27351.38;34007.32;16394.45;669.35;531.14;197.37;164.19;86.44;68.71;15088535.34
2021-12-28;Primo dose efficace;6421.38;1556.26;1563.36;732.48;32.63;23.15;4.08;2.12;9.73;8.61;1130991.98
2021-12-28;Complet - avec rappel de moins de 3 mois;144777.2;29948.21;23437.76;9843.75;236.5;185.87;32.37;26.48;15.33;12.92;18620774.81
2021-12-29;Complet entre 3 mois et 6 mois - sans rappel;193843.8;61803.55;72251.91;37823.26;282.89;223.07;37.26;31.8;29.7;21.43;22452369.63
2021-12-29;Complet - avec rappel entre 3 mois et 6 mois;12373.88;1523.3;1494.46;501.16;49.38;41.54;3.0;1.0;10.37;6.25;902184.69
2021-12-30;Non-vaccinés;102139.88;29437.74;37239.1;17308.58;655.2;525.67;171.89;139.76;91.66;68.63;15015401.93
